visible_world,position,can_shoot,holding_flag,action,direction
"[['/', '/', '/', '/', '/', '/', '/', '/', '/'], ['/', '/', '/', '/', '/', '/', '/', '#', '#'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '/', '#', '#', 'x', '/', '/', '/'], ['/', '/', '/', '#', 'b', '#', '/', '/', '/'], ['/', '/', '/', '#', 'x', 'x', '/', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '#', 'x', '/'], ['/', '/', '/', '#', 'x', '/', '/', '/', '#'], ['/', '/', '/', '/', '#', '#', '/', '/', '/']]","(21, 13)",False,,move,left
"[['/', '/', '/', '/', '/', '/', '/', '/', '/'], ['/', '/', '/', '/', '/', '/', '/', '#', '#'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '/', '#', '#', 'r', '/', '/', '/'], ['/', '/', '/', '#', 'b', '#', '/', '/', '/'], ['/', '/', '/', '#', 'x', 'x', '/', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '#', 'x', '/'], ['/', '/', '/', '#', 'x', '/', '/', '/', '#'], ['/', '/', '/', '/', '#', '#', '/', '/', '/']]","(21, 13)",True,,move,right
"[['/', '/', '/', '/', '/', '/', '/', '/', '/'], ['/', '/', '/', '/', '/', '/', '/', '#', '#'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '/', '#', '#', 'r', '/', '/', '/'], ['/', '/', '/', '#', 'b', '#', '/', '/', '/'], ['/', '/', '/', '#', 'x', 'x', '/', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '#', 'x', '/'], ['/', '/', '/', '#', 'x', '/', '/', '/', '#'], ['/', '/', '/', '/', '#', '#', '/', '/', '/']]","(21, 13)",True,,shoot,up
"[['/', '/', '/', '/', '/', '/', '/', '/', '/'], ['/', '/', '/', '/', '/', '/', '/', '#', '#'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '/', '#', '#', 'r', '/', '/', '/'], ['/', '/', '/', '#', 'b', '#', '/', '/', '/'], ['/', '/', '/', '#', 'x', 'x', '/', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '#', 'x', '/'], ['/', '/', '/', '#', 'x', '/', '/', '/', '#'], ['/', '/', '/', '/', '#', '#', '/', '/', '/']]","(21, 13)",False,,move,right
"[['/', '/', '/', '/', '/', '/', '/', '/', '/'], ['/', '/', '/', '/', '/', '/', '/', '#', '#'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '/', '#', '#', 'r', '/', '/', '/'], ['/', '/', '/', '#', 'b', '#', '/', '/', '/'], ['/', '/', '/', '#', 'x', 'x', '/', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '#', 'x', '/'], ['/', '/', '/', '#', 'x', '/', '/', '/', '#'], ['/', '/', '/', '/', '#', '#', '/', '/', '/']]","(21, 13)",False,,move,right
"[['/', '/', '/', '/', '/', '/', '/', '/', '/'], ['/', '/', '/', '/', '/', '/', '/', '#', '#'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '/', '#', '#', 'x', '/', '/', '/'], ['/', '/', '/', '#', 'b', '#', '/', '/', '/'], ['/', '/', '/', '#', 'x', 'x', '/', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '#', 'x', '/'], ['/', '/', '/', '#', 'x', '/', '/', '/', '#'], ['/', '/', '/', '/', '#', '#', '/', '/', '/']]","(21, 13)",False,,move,right
"[['/', '/', '/', '/', '/', '/', '/', '/', '/'], ['/', '/', '/', '/', '/', '/', '/', '#', '#'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '/', '#', '#', 'x', '/', '/', '/'], ['/', '/', '/', '#', 'b', '#', '/', '/', '/'], ['/', '/', '/', '#', 'x', 'x', '/', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '#', 'x', '/'], ['/', '/', '/', '#', 'x', '/', '/', '/', '#'], ['/', '/', '/', '/', '#', '#', '/', '/', '/']]","(21, 13)",True,,move,down
"[['/', '/', '/', '/', '/', '/', '/', '/', '/'], ['/', '/', '/', '/', '/', '#', '/', '/', '/'], ['/', '/', '/', '#', '#', 'x', '/', '/', 'x'], ['/', '/', '/', '#', 'x', '#', 'x', 'x', '/'], ['/', '/', '/', '#', 'b', 'x', '#', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '#', '/', '/'], ['/', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', 'x', '/', '/', '#', '/', '/', '/', '/'], ['x', '/', '/', 'x', '/', 'x', '/', '/', '/']]","(21, 14)",True,,shoot,down
"[['/', '/', '/', '/', '/', '/', '/', '/', '/'], ['/', '/', '/', '/', '/', '#', '/', '/', '/'], ['/', '/', '/', '#', '#', 'r', '/', '/', 'x'], ['/', '/', '/', '#', 'x', '#', 'x', 'x', '/'], ['/', '/', '/', '#', 'b', 'x', '#', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '#', '/', '/'], ['/', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', 'x', '/', '/', '#', '/', '/', '/', '/'], ['x', '/', '/', 'x', '/', 'x', '/', '/', '/']]","(21, 14)",False,,move,right
"[['/', '/', '/', '/', '/', '/', '/', '#', 'x'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '#'], ['/', '/', '#', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '#', 'x', '#', 'x', '/', '/', '/'], ['/', '/', '#', 'x', 'b', '#', '/', '/', '/'], ['/', 'x', 'x', 'x', '#', '#', '/', '/', '/'], ['x', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '/', '/', '/', '/', '/', '/', '/']]","(22, 14)",False,,move,right
"[['/', '/', '/', '/', '/', '/', '/', '#', 'x'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '#'], ['/', '/', '#', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '#', 'x', '#', 'x', '/', '/', '/'], ['/', '/', '#', 'x', 'b', '#', '/', '/', '/'], ['/', 'x', 'x', 'x', '#', '#', '/', '/', '/'], ['x', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '/', '/', '/', '/', '/', '/', '/']]","(22, 14)",False,,move,left
"[['/', '/', '/', '/', '/', '/', '/', '/', '/'], ['/', '/', '/', '/', '/', '#', '/', '/', '/'], ['/', '/', '/', '#', '#', 'x', '/', '/', 'x'], ['/', '/', '/', '#', 'x', '#', 'x', 'x', '/'], ['/', '/', '/', '#', 'b', 'x', '#', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '#', '/', '/'], ['/', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', 'x', '/', '/', '#', '/', '/', '/', '/'], ['x', '/', '/', 'x', '/', 'x', '/', '/', '/']]","(21, 14)",True,,shoot,right
"[['/', '/', '/', '/', '/', '/', '/', '/', '/'], ['/', '/', '/', '/', '/', '#', '/', '/', '/'], ['/', '/', '/', '#', '#', 'x', '/', '/', 'x'], ['/', '/', '/', '#', 'x', '#', 'x', 'x', '/'], ['/', '/', '/', '#', 'b', 'x', '#', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '#', '/', '/'], ['/', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', 'x', '/', '/', '#', '/', '/', '/', '/'], ['x', '/', '/', 'x', '/', 'x', '/', '/', '/']]","(21, 14)",False,,move,down
"[['/', '/', '/', '/', '/', '#', '/', '/', 'x'], ['/', '/', '/', '/', '#', '/', '/', 'x', '/'], ['x', '/', '/', '#', 'x', '#', 'x', '/', '/'], ['x', 'x', 'x', '#', 'x', 'x', '/', '/', '/'], ['x', 'x', 'x', 'x', 'b', '#', '/', '/', '/'], ['x', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', '/', '/', 'x', '#', '#', '/', '/', '/'], ['/', '/', '/', 'x', '/', '/', '/', '/', '/'], ['/', '/', '#', '/', '/', '/', '/', '/', '/']]","(21, 15)",False,,move,right
"[['/', '/', '/', '/', '/', '#', '/', '/', 'x'], ['/', '/', '/', '/', '#', '/', '/', 'x', '/'], ['x', '/', '/', '#', 'x', '#', 'x', '/', '/'], ['x', 'x', 'x', '#', 'x', 'x', '/', '/', '/'], ['x', 'x', 'x', 'x', 'b', '#', '/', '/', '/'], ['x', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', '/', '/', 'x', '#', '#', '/', '/', '/'], ['/', '/', '/', 'x', '/', '/', '/', '/', '/'], ['/', '/', '#', '/', '/', '/', '/', '/', '/']]","(21, 15)",False,,move,up
"[['/', '/', '/', '/', '/', '/', '/', '/', '/'], ['/', '/', '/', '/', '/', '#', '/', '/', '/'], ['/', '/', '/', '#', '#', 'x', '/', '/', 'x'], ['/', '/', '/', '#', 'x', '#', 'x', 'x', '/'], ['/', '/', '/', '#', 'b', 'x', '#', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '#', '/', '/'], ['/', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', 'x', '/', '/', '#', '/', '/', '/', '/'], ['x', '/', '/', 'x', '/', 'x', '/', '/', '/']]","(21, 14)",True,,move,right
"[['/', '/', '/', '/', '/', '/', '/', '#', 'x'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '#'], ['/', '/', '#', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '#', 'x', '#', 'x', '/', '/', '/'], ['/', '/', '#', 'x', 'b', '#', '/', '/', '/'], ['/', 'x', 'x', 'x', '#', '#', '/', '/', '/'], ['x', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '/', '/', '/', '/', '/', '/', '/']]","(22, 14)",True,,move,left
"[['/', '/', '/', '/', '/', '/', '/', '/', '/'], ['/', '/', '/', '/', '/', '#', '/', '/', '/'], ['/', '/', '/', '#', '#', 'x', '/', '/', 'x'], ['/', '/', '/', '#', 'x', '#', 'x', 'x', '/'], ['/', '/', '/', '#', 'b', 'x', '#', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '#', '/', '/'], ['/', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', 'x', '/', '/', '#', '/', '/', '/', '/'], ['x', '/', '/', 'x', '/', 'x', '/', '/', '/']]","(21, 14)",True,,move,right
"[['/', '/', '/', '/', '/', '/', '/', '#', 'x'], ['/', '/', '/', '/', '/', '/', 'r', 'x', '#'], ['/', '/', '#', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '#', 'x', '#', 'x', '/', '/', '/'], ['/', '/', '#', 'x', 'b', '#', '/', '/', '/'], ['/', 'x', 'x', 'x', '#', '#', '/', '/', '/'], ['x', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '/', '/', '/', '/', '/', '/', '/']]","(22, 14)",True,,shoot,right
"[['/', '/', '/', '/', '/', '/', '/', '#', 'x'], ['/', '/', '/', '/', '/', '/', 'r', 'x', '#'], ['/', '/', '#', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '#', 'x', '#', 'x', '/', '/', '/'], ['/', '/', '#', 'x', 'b', '#', '/', '/', '/'], ['/', 'x', 'x', 'x', '#', '#', '/', '/', '/'], ['x', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '/', '/', '/', '/', '/', '/', '/']]","(22, 14)",False,,move,right
"[['/', '/', '/', '/', '/', '/', '/', '#', 'x'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '#'], ['/', '/', '#', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '#', 'x', '#', 'x', '/', '/', '/'], ['/', '/', '#', 'x', 'b', '#', '/', '/', '/'], ['/', 'x', 'x', 'x', '#', '#', '/', '/', '/'], ['x', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '/', '/', '/', '/', '/', '/', '/']]","(22, 14)",False,,move,down
"[['/', '/', '/', '/', '/', '/', '/', '#', 'x'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '#'], ['/', '/', '#', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '#', 'x', '#', 'x', '/', '/', '/'], ['/', '/', '#', 'x', 'b', '#', '/', '/', '/'], ['/', 'x', 'x', 'x', '#', '#', '/', '/', '/'], ['x', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '/', '/', '/', '/', '/', '/', '/']]","(22, 14)",False,,move,right
"[['/', '/', '/', '/', '/', '/', '/', '#', 'x'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '#'], ['/', '/', '#', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '#', 'x', '#', 'x', '/', '/', '/'], ['/', '/', '#', 'x', 'b', '#', '/', '/', '/'], ['/', 'x', 'x', 'x', '#', '#', '/', '/', '/'], ['x', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '/', '/', '/', '/', '/', '/', '/']]","(22, 14)",True,,move,right
"[['/', '/', '/', '/', '/', '/', '/', '#', 'x'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '#'], ['/', '/', '#', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '#', 'x', '#', 'x', '/', '/', '/'], ['/', '/', '#', 'x', 'b', '#', '/', '/', '/'], ['/', 'x', 'x', 'x', '#', '#', '/', '/', '/'], ['x', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '/', '/', '/', '/', '/', '/', '/']]","(22, 14)",True,,move,right
"[['/', '/', '/', '/', '/', '/', '/', '#', 'x'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '#'], ['/', '/', '#', '/', '/', '/', 'r', 'x', '/'], ['/', '/', '#', 'x', '#', 'x', '/', '/', '/'], ['/', '/', '#', 'x', 'b', '#', '/', '/', '/'], ['/', 'x', 'x', 'x', '#', '#', '/', '/', '/'], ['x', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '/', '/', '/', '/', '/', '/', '/']]","(22, 14)",True,,move,left
"[['/', '/', '/', '/', '/', '/', '/', '/', '/'], ['/', '/', '/', '/', '/', '#', '/', '/', '/'], ['/', '/', '/', '#', '#', 'x', '/', '/', 'x'], ['/', '/', '/', '#', 'x', '#', 'x', 'r', '/'], ['/', '/', '/', '#', 'b', 'x', '#', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '#', '/', '/'], ['/', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', 'x', '/', '/', '#', '/', '/', '/', '/'], ['x', '/', '/', 'x', '/', 'x', '/', '/', '/']]","(21, 14)",True,,move,right
"[['/', '/', '/', '/', '/', '/', '/', '#', 'x'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '#'], ['/', '/', '#', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '#', 'x', '#', 'r', '/', '/', '/'], ['/', '/', '#', 'x', 'b', '#', '/', '/', '/'], ['/', 'x', 'x', 'x', '#', '#', '/', '/', '/'], ['x', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '/', '/', '/', '/', '/', '/', '/']]","(22, 14)",True,,move,up
"[['/', '/', '/', '/', '/', '/', '/', '#', 'x'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '#'], ['/', '/', '#', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '#', 'x', '#', 'r', '/', '/', '/'], ['/', '/', '#', 'x', 'b', '#', '/', '/', '/'], ['/', 'x', 'x', 'x', '#', '#', '/', '/', '/'], ['x', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '/', '/', '/', '/', '/', '/', '/']]","(22, 14)",True,,shoot,right
"[['/', '/', '/', '/', '/', '/', '/', '#', 'x'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '#'], ['/', '/', '#', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '#', 'x', '#', 'x', '/', '/', '/'], ['/', '/', '#', 'x', 'b', '#', '/', '/', '/'], ['/', 'x', 'x', 'x', '#', '#', '/', '/', '/'], ['x', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '/', '/', '/', '/', '/', '/', '/']]","(22, 14)",False,,move,right
"[['/', '/', '/', '/', '/', '/', '/', '#', 'x'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '#'], ['/', '/', '#', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '#', 'x', '#', 'x', '/', '/', '/'], ['/', '/', '#', 'x', 'b', '#', '/', '/', '/'], ['/', 'x', 'x', 'x', '#', '#', '/', '/', '/'], ['x', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '/', '/', '/', '/', '/', '/', '/']]","(22, 14)",False,,move,down
"[['/', '/', '/', '/', '/', '/', '/', '#', 'x'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '#'], ['/', '/', '#', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '#', 'x', '#', 'x', '/', '/', '/'], ['/', '/', '#', 'x', 'b', '#', '/', '/', '/'], ['/', 'x', 'x', 'x', '#', '#', '/', '/', '/'], ['x', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '/', '/', '/', '/', '/', '/', '/']]","(22, 14)",False,,move,right
"[['/', '/', '/', '/', '/', '/', '/', '#', 'x'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '#'], ['/', '/', '#', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '#', 'x', '#', 'x', '/', '/', '/'], ['/', '/', '#', 'x', 'b', '#', '/', '/', '/'], ['/', 'x', 'x', 'x', '#', '#', '/', '/', '/'], ['x', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '/', '/', '/', '/', '/', '/', '/']]","(22, 14)",True,,shoot,right
"[['/', '/', '/', '/', '/', '/', '/', '#', 'x'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '#'], ['/', '/', '#', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '#', 'x', '#', 'x', '/', '/', '/'], ['/', '/', '#', 'x', 'b', '#', '/', '/', '/'], ['/', 'x', 'x', 'x', '#', '#', '/', '/', '/'], ['x', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '/', '/', '/', '/', '/', '/', '/']]","(22, 14)",False,,move,right
"[['/', '/', '/', '/', '/', '/', '/', '#', 'x'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '#'], ['/', '/', '#', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '#', 'x', '#', 'x', '/', '/', '/'], ['/', '/', '#', 'x', 'b', '#', '/', '/', '/'], ['/', 'x', 'x', 'x', '#', '#', '/', '/', '/'], ['x', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '/', '/', '/', '/', '/', '/', '/']]","(22, 14)",False,,move,up
"[['/', '/', '/', '/', '/', '/', '/', '#', 'x'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '#'], ['/', '/', '#', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '#', 'x', '#', 'x', '/', '/', '/'], ['/', '/', '#', 'x', 'b', '#', '/', '/', '/'], ['/', 'x', 'x', 'x', '#', '#', '/', '/', '/'], ['x', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '/', '/', '/', '/', '/', '/', '/']]","(22, 14)",False,,move,right
"[['/', '/', '/', '/', '/', '/', '/', '#', 'x'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '#'], ['/', '/', '#', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '#', 'x', '#', 'x', '/', '/', '/'], ['/', '/', '#', 'x', 'b', '#', '/', '/', '/'], ['/', 'x', 'x', 'x', '#', '#', '/', '/', '/'], ['x', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '/', '/', '/', '/', '/', '/', '/']]","(22, 14)",True,,move,right
"[['/', '/', '/', '/', '/', '/', '/', '#', 'x'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '#'], ['/', '/', '#', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '#', 'x', '#', 'x', '/', '/', '/'], ['/', '/', '#', 'x', 'b', '#', '/', '/', '/'], ['/', 'x', 'x', 'x', '#', '#', '/', '/', '/'], ['x', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '/', '/', '/', '/', '/', '/', '/']]","(22, 14)",True,,move,left
"[['/', '/', '/', '/', '/', '/', '/', '/', '/'], ['/', '/', '/', '/', '/', '#', '/', '/', '/'], ['/', '/', '/', '#', '#', 'x', '/', '/', 'x'], ['/', '/', '/', '#', 'x', '#', 'x', 'x', '/'], ['/', '/', '/', '#', 'b', 'x', '#', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '#', '/', '/'], ['/', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', 'x', '/', '/', '#', '/', '/', '/', '/'], ['x', '/', '/', 'x', '/', 'x', '/', '/', '/']]","(21, 14)",True,,shoot,down
"[['/', '/', '/', '/', '/', '/', '/', '/', '/'], ['/', '/', '/', '/', '/', '#', '/', '/', '/'], ['/', '/', '/', '#', '#', 'r', '/', '/', 'x'], ['/', '/', '/', '#', 'x', '#', 'x', 'x', '/'], ['/', '/', '/', '#', 'b', 'x', '#', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '#', '/', '/'], ['/', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', 'x', '/', '/', '#', '/', '/', '/', '/'], ['x', '/', '/', 'x', '/', 'x', '/', '/', '/']]","(21, 14)",False,,move,right
"[['/', '/', '/', '/', '/', '/', '/', '#', 'x'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '#'], ['/', '/', '#', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '#', 'x', '#', 'x', '/', '/', '/'], ['/', '/', '#', 'x', 'b', '#', '/', '/', '/'], ['/', 'x', 'x', 'x', '#', '#', '/', '/', '/'], ['x', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '/', '/', '/', '/', '/', '/', '/']]","(22, 14)",False,,move,right
"[['/', '/', '/', '/', '/', '/', '/', '#', 'x'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '#'], ['/', '/', '#', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '#', 'x', '#', 'x', '/', '/', '/'], ['/', '/', '#', 'x', 'b', '#', '/', '/', '/'], ['/', 'x', 'x', 'x', '#', '#', '/', '/', '/'], ['x', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '/', '/', '/', '/', '/', '/', '/']]","(22, 14)",False,,move,up
"[['/', '/', '/', '/', '/', '/', '/', '#', 'x'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '#'], ['/', '/', '#', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '#', 'x', '#', 'x', '/', '/', '/'], ['/', '/', '#', 'x', 'b', '#', '/', '/', '/'], ['/', 'x', 'x', 'x', '#', '#', '/', '/', '/'], ['x', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '/', '/', '/', '/', '/', '/', '/']]","(22, 14)",True,,shoot,right
"[['/', '/', '/', '/', '/', '/', '/', '#', 'x'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '#'], ['/', '/', '#', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '#', 'x', '#', 'x', '/', '/', '/'], ['/', '/', '#', 'x', 'b', '#', '/', '/', '/'], ['/', 'x', 'x', 'x', '#', '#', '/', '/', '/'], ['x', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '/', '/', '/', '/', '/', '/', '/']]","(22, 14)",False,,move,right
"[['/', '/', '/', '/', '/', '/', '/', '#', 'x'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '#'], ['/', '/', '#', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '#', 'x', '#', 'x', '/', '/', '/'], ['/', '/', '#', 'x', 'b', '#', '/', '/', '/'], ['/', 'x', 'x', 'x', '#', '#', '/', '/', '/'], ['x', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '/', '/', '/', '/', '/', '/', '/']]","(22, 14)",False,,move,left
"[['/', '/', '/', '/', '/', '/', '/', '/', '/'], ['/', '/', '/', '/', '/', '#', '/', '/', '/'], ['/', '/', '/', '#', '#', 'r', '/', '/', 'x'], ['/', '/', '/', '#', 'x', '#', 'x', 'x', '/'], ['/', '/', '/', '#', 'b', 'x', '#', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '#', '/', '/'], ['/', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', 'x', '/', '/', '#', '/', '/', '/', '/'], ['x', '/', '/', 'x', '/', 'x', '/', '/', '/']]","(21, 14)",False,,move,down
"[['/', '/', '/', '/', '/', '#', '/', '/', 'x'], ['/', '/', '/', '/', '#', '/', '/', 'x', '/'], ['x', '/', '/', '#', 'x', '#', 'x', '/', '/'], ['x', 'x', 'x', '#', 'x', 'x', '/', '/', '/'], ['x', 'x', 'x', 'x', 'b', '#', '/', '/', '/'], ['x', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', '/', '/', 'x', '#', '#', '/', '/', '/'], ['/', '/', '/', 'x', '/', '/', '/', '/', '/'], ['/', '/', '#', '/', '/', '/', '/', '/', '/']]","(21, 15)",True,,move,down
"[['/', '/', '/', '/', '#', '/', '/', '/', '/'], ['x', '#', '/', '/', 'x', '#', '/', '/', '/'], ['/', 'x', 'x', '#', 'x', 'x', '/', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '/', '/', '/'], ['/', '/', '/', '#', 'b', '#', '/', '/', '/'], ['/', '/', '/', 'x', '#', '#', '/', '/', '/'], ['/', '#', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', '/', '/', '/', '/', '/', '/', '/']]","(21, 16)",True,,move,right
